Stok Kodu;Urun Adi;Marka;Kategori Yolu;Stok Adedi;Fiyat;Para Birimi;Fiyat (TL);KDV %;Gorsel;Urun Linki
T3380185CO;18,5 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;79;47.5;USD;2257.34;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/18%2C5%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380185CO.jpg;https://talhateknik.diaeticaret.com/18-5mm-altin-seri-matkap-ucu-hss-din338-eric-p2887
T3380185F;18,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;94;24.0;USD;1140.55;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/18%2C5%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380185F.jpg;https://talhateknik.diaeticaret.com/18-5mm-fully-ground-matkap-ucu-hss-din338-eric-p2845
TGT340185;18,5 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;30;60.0;USD;2851.37;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/18%2C5%20MM%20Uzun%20Matkap%20Ucu%20HSS%20DIN340%20GT100%20ER%C4%B0C%20-%20TGT340185.jpg;https://talhateknik.diaeticaret.com/18-5mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5995
T3380180CO;18 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;110;43.4;USD;2062.49;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/18%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380180CO.jpg;https://talhateknik.diaeticaret.com/18mm-altin-seri-matkap-ucu-hss-din338-eric-p2886
T3380180F;18 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;142;21.85;USD;1038.38;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/18%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380180F.jpg;https://talhateknik.diaeticaret.com/18mm-fully-ground-matkap-ucu-hss-din338-eric-p2844
TGT340180;18 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;23;57.75;USD;2744.45;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/18%20MM%20Uzun%20Matkap%20Ucu%20HSS%20DIN340%20GT100%20ER%C4%B0C%20-%20TGT340180.jpg;https://talhateknik.diaeticaret.com/18mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5994
T3380195CO;19,5 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;154;54.55;USD;2592.37;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/19%2C5%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380195CO.jpg;https://talhateknik.diaeticaret.com/19-5mm-altin-seri-matkap-ucu-hss-din338-eric-p2889
T3380195F;19,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;74;27.5;USD;1306.88;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/19%2C5%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380195F.jpg;https://talhateknik.diaeticaret.com/19-5mm-fully-ground-matkap-ucu-hss-din338-eric-p2847
TGT340195;19,5 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;30;67.8;USD;3222.05;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/19%2C5%20MM%20Uzun%20Matkap%20Ucu%20HSS%20DIN340%20GT100%20ER%C4%B0C%20-%20TGT340195.jpg;https://talhateknik.diaeticaret.com/19-5mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5997
T3380190CO;19 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;150;52.75;USD;2506.83;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/19%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380190CO.jpg;https://talhateknik.diaeticaret.com/19mm-altin-seri-matkap-ucu-hss-din338-eric-p2888
T3380190F;19 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;137;24.45;USD;1161.93;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/19%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380190F.jpg;https://talhateknik.diaeticaret.com/19mm-fully-ground-matkap-ucu-hss-din338-eric-p2846
TGT340190;19 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;24;65.85;USD;3129.38;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/19%20MM%20Uzun%20Matkap%20Ucu%20HSS%20DIN340%20GT100%20ER%C4%B0C%20-%20TGT340190.jpg;https://talhateknik.diaeticaret.com/19mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5996
T3380010CO;1 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;6420;0.3;USD;14.26;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380010CO.jpg;https://talhateknik.diaeticaret.com/1mm-altin-seri-matkap-ucu-hss-din338-eric-p4097
T3380010F;1 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;680;0.25;USD;11.88;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380010F.jpg;https://talhateknik.diaeticaret.com/1mm-fully-ground-matkap-ucu-hss-din338-eric-p5682
TGT340010;1 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;2970;0.42;USD;19.96;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1%20MM%20Uzun%20Matkap%20Ucu%20HSS%20DIN340%20GT100%20ER%C4%B0C%20-%20TGT340010.jpg;https://talhateknik.diaeticaret.com/1mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5956
T3380021CO;2,1 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1290;0.5;USD;23.76;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C1%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380021CO.jpg;https://talhateknik.diaeticaret.com/2-1mm-altin-seri-matkap-ucu-hss-din338-eric-p5806
T3380021F;2,1 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1320;0.35;USD;16.63;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C1%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380021F.jpg;https://talhateknik.diaeticaret.com/2-1mm-fully-ground-matkap-ucu-hss-din338-eric-p5692
T3380022CO;2,2 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1110;0.5;USD;23.76;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C2%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380022CO.jpg;https://talhateknik.diaeticaret.com/2-2mm-altin-seri-matkap-ucu-hss-din338-eric-p5807
T3380022F;2,2 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1250;0.35;USD;16.63;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C2%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380022F.jpg;https://talhateknik.diaeticaret.com/2-2mm-fully-ground-matkap-ucu-hss-din338-eric-p5693
T3380023CO;2,3 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;760;0.5;USD;23.76;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C3%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380023CO.jpg;https://talhateknik.diaeticaret.com/2-3mm-altin-seri-matkap-ucu-hss-din338-eric-p5808
T3380023F;2,3 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;610;0.35;USD;16.63;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C3%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380023F.jpg;https://talhateknik.diaeticaret.com/2-3mm-fully-ground-matkap-ucu-hss-din338-eric-p5694
T3380024CO;2,4 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;730;0.5;USD;23.76;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C4%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380024CO.jpg;https://talhateknik.diaeticaret.com/2-4mm-altin-seri-matkap-ucu-hss-din338-eric-p5809
T3380024F;2,4 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;870;0.35;USD;16.63;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C4%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380024F.jpg;https://talhateknik.diaeticaret.com/2-4mm-fully-ground-matkap-ucu-hss-din338-eric-p5695
T3380025CO;2,5 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;3830;0.5;USD;23.76;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C5%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380025CO.jpg;https://talhateknik.diaeticaret.com/2-5mm-altin-seri-matkap-ucu-hss-din338-eric-p2850
T3380025F;2,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;5840;0.35;USD;16.63;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C5%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380025F.jpg;https://talhateknik.diaeticaret.com/2-5mm-fully-ground-matkap-ucu-hss-din338-eric-p2809
TGT340025;2,5 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;2860;0.77;USD;36.59;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C5%20MM%20Uzun%20Matkap%20Ucu%20HSS%20DIN340%20GT100%20ER%C4%B0C%20-%20TGT340025.jpg;https://talhateknik.diaeticaret.com/2-5mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5959
T3380026CO;2,6 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;600;0.68;USD;32.32;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C6%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380026CO.jpg;https://talhateknik.diaeticaret.com/2-6mm-altin-seri-matkap-ucu-hss-din338-eric-p5810
T3380026F;2,6 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;690;0.58;USD;27.56;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C6%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380026F.jpg;https://talhateknik.diaeticaret.com/2-6mm-fully-ground-matkap-ucu-hss-din338-eric-p5696
T3380027CO;2,7 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;630;0.68;USD;32.32;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C7%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380027CO.jpg;https://talhateknik.diaeticaret.com/2-7mm-altin-seri-matkap-ucu-hss-din338-eric-p5811
T3380027F;2,7 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;810;0.58;USD;27.56;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C7%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380027F.jpg;https://talhateknik.diaeticaret.com/2-7mm-fully-ground-matkap-ucu-hss-din338-eric-p5697
T3380028CO;2,8 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1350;0.68;USD;32.32;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C8%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380028CO.jpg;https://talhateknik.diaeticaret.com/2-8mm-altin-seri-matkap-ucu-hss-din338-eric-p5812
T3380028F;2,8 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1400;0.58;USD;27.56;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C8%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380028F.jpg;https://talhateknik.diaeticaret.com/2-8mm-fully-ground-matkap-ucu-hss-din338-eric-p5698
T3380029CO;2,9 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;950;0.68;USD;32.32;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C9%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380029CO.jpg;https://talhateknik.diaeticaret.com/2-9mm-altin-seri-matkap-ucu-hss-din338-eric-p5813
T3380029F;2,9 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;950;0.58;USD;27.56;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%2C9%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380029F.jpg;https://talhateknik.diaeticaret.com/2-9mm-fully-ground-matkap-ucu-hss-din338-eric-p5699
T3380205F;20,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;100;32.95;USD;1565.88;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/20%2C5%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380205F.jpg;https://talhateknik.diaeticaret.com/20-5mm-fully-ground-matkap-ucu-hss-din338-eric-p3593
T3380200CO;20 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;172;59.75;USD;2839.49;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/20%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380200CO.jpg;https://talhateknik.diaeticaret.com/20mm-altin-seri-matkap-ucu-hss-din338-eric-p2890
T3380200F;20 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;196;27.85;USD;1323.51;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/20%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380200F.jpg;https://talhateknik.diaeticaret.com/20mm-fully-ground-matkap-ucu-hss-din338-eric-p2848
TGT340200;20 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;118;74.25;USD;3528.58;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/20%20MM%20Uzun%20Matkap%20Ucu%20HSS%20DIN340%20GT100%20ER%C4%B0C%20-%20TGT340200.jpg;https://talhateknik.diaeticaret.com/20mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5998
T3380215F;21,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;171;36.6;USD;1739.34;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/21%2C5%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380215F.jpg;https://talhateknik.diaeticaret.com/21-5mm-fully-ground-matkap-ucu-hss-din338-eric-p3595
T3380210F;21 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;134;33.5;USD;1592.02;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/21%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380210F.jpg;https://talhateknik.diaeticaret.com/21mm-fully-ground-matkap-ucu-hss-din338-eric-p3594
T3380225F;22,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;67;40.6;USD;1929.43;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/22%2C5%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380225F.jpg;https://talhateknik.diaeticaret.com/22-5mm-fully-ground-matkap-ucu-hss-din338-eric-p3597
T3380220F;22 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;173;37.5;USD;1782.11;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/22%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380220F.jpg;https://talhateknik.diaeticaret.com/22mm-fully-ground-matkap-ucu-hss-din338-eric-p3596
T3380235F;23,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;61;43.4;USD;2062.49;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/23%2C5%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380235F.jpg;https://talhateknik.diaeticaret.com/23-5mm-fully-ground-matkap-ucu-hss-din338-eric-p3599
T3380230F;23 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;84;42.0;USD;1995.96;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/23%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380230F.jpg;https://talhateknik.diaeticaret.com/23mm-fully-ground-matkap-ucu-hss-din338-eric-p3598
T3380245F;24,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;39;46.9;USD;2228.82;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/24%2C5%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380245F.jpg;https://talhateknik.diaeticaret.com/24-5mm-fully-ground-matkap-ucu-hss-din338-eric-p3601
T3380240F;24 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;112;45.5;USD;2162.29;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/24%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380240F.jpg;https://talhateknik.diaeticaret.com/24mm-fully-ground-matkap-ucu-hss-din338-eric-p3600
T3380250F;25 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;29;50.2;USD;2385.65;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/25%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380250F.jpg;https://talhateknik.diaeticaret.com/25mm-fully-ground-matkap-ucu-hss-din338-eric-p3602
T3380020CO;2 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;3140;0.41;USD;19.48;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380020CO.jpg;https://talhateknik.diaeticaret.com/2mm-altin-seri-matkap-ucu-hss-din338-eric-p2849
T3380020F;2 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;2800;0.29;USD;13.78;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380020F.jpg;https://talhateknik.diaeticaret.com/2mm-fully-ground-matkap-ucu-hss-din338-eric-p2808
TGT340020;2 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;2780;0.63;USD;29.94;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2%20MM%20Uzun%20Matkap%20Ucu%20HSS%20DIN340%20GT100%20ER%C4%B0C%20-%20TGT340020.jpg;https://talhateknik.diaeticaret.com/2mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5958
T3380031CO;3,1 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;800;0.77;USD;36.59;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3%2C1%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380031CO.jpg;https://talhateknik.diaeticaret.com/3-1mm-altin-seri-matkap-ucu-hss-din338-eric-p5814
T3380031F;3,1 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;820;0.69;USD;32.79;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3%2C1%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380031F.jpg;https://talhateknik.diaeticaret.com/3-1mm-fully-ground-matkap-ucu-hss-din338-eric-p5700
T3380032CO;3,2 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;3080;0.77;USD;36.59;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3%2C2%20MM%20Alt%C4%B1n%20Seri%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380032CO.jpg;https://talhateknik.diaeticaret.com/3-2mm-altin-seri-matkap-ucu-hss-din338-eric-p2852
T3380032F;3,2 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;4440;0.69;USD;32.79;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3%2C2%20MM%20Fully%20Ground%20Matkap%20Ucu%20HSS%20D%C4%B0N338%20ER%C4%B0C%20-%20T3380032F.jpg;https://talhateknik.diaeticaret.com/3-2mm-fully-ground-matkap-ucu-hss-din338-eric-p2811
